Hotel Name,Review
"Club Quarters Hotel Central Loop, Chicago","Comfortable stay and great location Comfortable bed, friendly staff and smooth check-in process.
The location is fantastic, just around the corner from Jackson Station which is on the blue line train from O'Hare airport. The room had everything we needed and the hotel is in a quiet and safe location. Our room on the 6th floor was very stuffy (windows do not open) and the air conditioning didn't really help with cooling the room that much, but as we were out of the room a lot, this was only a minor issue."
"Club Quarters Hotel Central Loop, Chicago","Great stay! Great location, wonderful staff, bed was comfortable and room was clean. It's a minor thing but got a little annoying over time - The wait for Elevators for floors 7-10 was ridiculously long."
"Club Quarters Hotel Central Loop, Chicago","Wonderful Water bottles in the hallway are a nice touch. Location was great. Elevators a tiny bit slow, but if that’s the only issue it’s probably a good sign"
"Club Quarters Hotel Wacker at Michigan, Chicago","Safe, value for money, touristy, simple. Great for solo travel, smack bang in the middle of everything you want downtown Chicago, also so easy to get to a Blackhawks game."
"Club Quarters Hotel Wacker at Michigan, Chicago",Wonderful River view is awesome. Like a postcard No safe in the room
"Club Quarters Hotel Wacker at Michigan, Chicago",Very Good Location The beds!
"Club Quarters Hotel Wacker at Michigan, Chicago",A great weekend in Chicago Everything especially location. None
"Club Quarters Hotel Wacker at Michigan, Chicago","Wonderful Great location, very comfortable room"
"Club Quarters Hotel Wacker at Michigan, Chicago",It was okay. Proximity to river and excellent dining options. The elevators were non functional and we had to use the stairs…. From the 23rd floor….
"Club Quarters Hotel Wacker at Michigan, Chicago","Very Good Good location,"
"Club Quarters Hotel Wacker at Michigan, Chicago","Very Good A little outdated furnishings imho. Looking at the online photos, I was disappointed by the actual dated look. A refresh would be nice"
"Club Quarters Hotel Wacker at Michigan, Chicago","Great location, close to lots of restaurants and sightseeing experiences. We loved the location; accessible to everything we wanted to do. The staff were super friendly and helpful. Free coffee facilities on the 2nd floor, in addition to coffee in our room. The chilled water bottles by the lift was a nice touch. The bed was really comfortable! A safety deposit box and a fridge would have been useful."
"Club Quarters Hotel Wacker at Michigan, Chicago",Very Good Previous stsy
Best Western Chicago Downtown-River North,"Very Good Location, staff and how relaxing it was after walking all day It could be a little cleaner"
Best Western Chicago Downtown-River North,Staff very friendly and extremely helpful Very central and staff were excellent It was a bit dated but spotless
Best Western Chicago Downtown-River North,"Pleasant place, nice location, good view from the window Convenient, good location, friendly staff, clean Corridors were quite old and dated looking"
Best Western Chicago Downtown-River North,"Very nice hotel with good facilities Nice hotel, pretty good location
Receptionist was nice, lot of facilities There was a crazy lady that was screaming all over the hotel (door next to me) and security took too long to get to her room and calm her down.."
Best Western Chicago Downtown-River North,Very Good Comfortable stay and hotel is in a good location easy to get around the city
Best Western Chicago Downtown-River North,"Amazing staffGreat value.Everyone is very helpful and nice Wallace, the concierge is an amazing man.And is amazing at his job The , traffic on ohio street is very loud"
Best Western Chicago Downtown-River North,"Overall good but not great The room was big and comfortable but the elevators, hallways, etc looked like they needed a renovation The hallways and elevator"
Best Western Chicago Downtown-River North,"This was our third time there and always a pleasure to be there, just the elevator is a problem. Love the staff and give Downtown Chicago where you can get to anywhere very easily and in walking distance.. The elevator were broken and wasn’t told that we could the middle elevator to the fourth floor and walk up two more flights of stairs, with heavy suitcases, to the last room at the end of the hallway by the other (SW) stairway.. Also changed the smoking area to be nonexistented! It needs to be brought back if possible. Thanks"
Best Western Chicago Downtown-River North,Better than expected. A great value for the price. Would recommend to a friend! The room was surprisingly spacious for a big city hotel. The pool was clean and the kids loved it. Parking was a little pricey but convenient as we were on a road trip.
Best Western Chicago Downtown-River North,"Excellent location and price! Will stay again!! Location was great for walking around the city. Kids loved the pool. Great value for its location. Clean room, friendly staff. Fridge would have been good."
Hyatt Place Chicago Medical/University District,"Good, but Parking security sucks It was great! This was our second time here! The security at the parking lot had me get out of my car in the pouring rain at night to show her my parking pass before I was allowed back in. What’s the point of me writing down my license plate # and make and model of the car when I pay for parking, if it’s not checked to prevent this from having had happened."
Hyatt Place Chicago Medical/University District,"Newly renovated hotel within walking distance to United Center Spacious room with couch and large TV, quiet, comfortable bed, convenient location for United Center, reasonably priced on site easy access parking lot. Newly refurbished. Room was a bit dark even with all the lights on (it was a dreary overcast day so little natural light from the one small window). Wide hallways and external key card elevator operation a bit different. Not much walkable in terms of restaurants."
